league,team_0,team_1,kick_off_epoch,kick_off_timestamp,home_team,bookmaker,odds_0,odds_1,odds_2,odds_0_or,odds_1_or,odds_2_or,bookmaker_margin,stripped_0,stripped_1,stripped_2,target_0,target_1,target_2
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Ladbrokes,3.0,2.25,3.5,0.3333333333333333,0.4444444444444444,0.2857142857142857,1.0634920634920633,0.3134328358208956,0.41791044776119407,0.2686567164179105,3.19047619047619,2.392857142857143,3.7222222222222214
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Paddy Power,3.0,2.15,3.5,0.3333333333333333,0.46511627906976744,0.2857142857142857,1.0841638981173864,0.30745658835546474,0.4290091930541369,0.2635342185903984,3.25249169435216,2.330952380952381,3.7945736434108523
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Betway,3.25,2.3,3.25,0.3076923076923077,0.4347826086956522,0.3076923076923077,1.0501672240802677,0.2929936305732484,0.41401273885350315,0.2929936305732484,3.4130434782608696,2.4153846153846157,3.4130434782608696
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,1xBet,3.26,2.35,3.5,0.3067484662576687,0.425531914893617,0.2857142857142857,1.0179946668655715,0.3013262016412661,0.4180099648300117,0.28066383352872215,3.318662613981763,2.3922874671340932,3.5629813340295002
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Marathon Bet,3.24,2.33,3.48,0.30864197530864196,0.4291845493562232,0.28735632183908044,1.0251828465039456,0.3010604170379611,0.41864195330600606,0.2802976296560328,3.321592422672784,2.3886760323541933,3.567636305833731
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Bet Victor,3.0,2.25,3.4,0.3333333333333333,0.4444444444444444,0.29411764705882354,1.0718954248366013,0.31097560975609756,0.4146341463414634,0.27439024390243905,3.215686274509804,2.4117647058823533,3.6444444444444444
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,888sport,3.15,2.3,3.15,0.31746031746031744,0.4347826086956522,0.31746031746031744,1.0697032436162872,0.296774193548387,0.4064516129032258,0.296774193548387,3.369565217391305,2.4603174603174605,3.369565217391305
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Unibet,3.2,2.3,3.2,0.3125,0.4347826086956522,0.3125,1.0597826086956523,0.2948717948717948,0.41025641025641024,0.2948717948717948,3.3913043478260874,2.4375,3.3913043478260874
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Betfair,3.3,2.3,3.55,0.30303030303030304,0.4347826086956522,0.28169014084507044,1.0195030525710258,0.297233345467783,0.4264652348016017,0.27630141973061517,3.364360073484385,2.3448570209133592,3.6192358366271415
Serie A - Italy,Bologna,Sassuolo,1613850300,2021-02-20 19:45:00,Sassuolo,Sky Bet,3.0,2.25,3.5,0.3333333333333333,0.4444444444444444,0.2857142857142857,1.0634920634920633,0.3134328358208956,0.41791044776119407,0.2686567164179105,3.19047619047619,2.392857142857143,3.7222222222222214
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Betclic,3.65,2.1,3.33,0.273972602739726,0.47619047619047616,0.3003003003003003,1.0504633792305025,0.2608111888111888,0.45331468531468533,0.28587412587412586,3.8341913341913343,2.205973096384055,3.4980430528375734
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Ladbrokes,3.6,2.1,3.25,0.2777777777777778,0.47619047619047616,0.3076923076923077,1.0616605616605617,0.26164462334675104,0.4485336400230017,0.2898217366302473,3.8219780219780217,2.2294871794871796,3.450396825396825
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Paddy Power,3.5,2.0,3.25,0.2857142857142857,0.5,0.3076923076923077,1.0934065934065935,0.26130653266331655,0.45728643216080395,0.2814070351758794,3.8269230769230775,2.186813186813187,3.553571428571429
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Betway,3.75,2.05,3.4,0.26666666666666666,0.48780487804878053,0.29411764705882354,1.0485891917742707,0.25430995165556874,0.4652011310772599,0.2804889172671714,3.932209469153515,2.1496078431372547,3.56520325203252
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,1xBet,3.68,2.15,3.58,0.2717391304347826,0.46511627906976744,0.27932960893854747,1.0161850184430976,0.26741107721811874,0.4577082624012451,0.274880660380636,3.7395608678705994,2.18479778965266,3.6379423660262895
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Marathon Bet,3.65,2.13,3.55,0.273972602739726,0.4694835680751174,0.28169014084507044,1.0251463116599138,0.2672521957340025,0.45796737766624845,0.2747804265997491,3.7417840375586855,2.1835616438356165,3.6392694063926934
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Sky Bet,3.6,2.05,3.4,0.2777777777777778,0.48780487804878053,0.29411764705882354,1.059700302885382,0.26212861978187285,0.4603234298608499,0.27754795035727714,3.814921090387375,2.172385620915033,3.6029810298102984
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Bet Victor,3.7,2.1,3.12,0.27027027027027023,0.47619047619047616,0.3205128205128205,1.066973566973567,0.2533054975643702,0.44630016237531894,0.3003943400603108,3.947802197802198,2.240644490644491,3.3289575289575293
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,888sport,3.6,2.1,3.25,0.2777777777777778,0.47619047619047616,0.3076923076923077,1.0616605616605617,0.26164462334675104,0.4485336400230017,0.2898217366302473,3.8219780219780217,2.2294871794871796,3.450396825396825
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Unibet,3.6,2.1,3.25,0.2777777777777778,0.47619047619047616,0.3076923076923077,1.0616605616605617,0.26164462334675104,0.4485336400230017,0.2898217366302473,3.8219780219780217,2.2294871794871796,3.450396825396825
Serie A - Italy,Parma,Udinese,1613907000,2021-02-21 11:30:00,Parma,Betfair,3.7,2.14,3.4,0.27027027027027023,0.4672897196261682,0.29411764705882354,1.031677636955262,0.2619716281414272,0.4529416000576078,0.2850867718009649,3.81720725673447,2.207790143084261,3.5077039656478908
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,Betclic,3.35,2.21,3.33,0.29850746268656714,0.45248868778280543,0.3003003003003003,1.051296450769673,0.28394223386564704,0.43041017350675004,0.28564759262760286,3.5218431100784042,2.3233651562009774,3.500817181063011
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,Paddy Power,3.25,2.1,3.3,0.3076923076923077,0.47619047619047616,0.30303030303030304,1.086913086913087,0.28308823529411764,0.43811274509803916,0.27879901960784315,3.5324675324675328,2.2825174825174828,3.5868131868131865
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,Sky Bet,3.2,2.15,3.5,0.3125,0.46511627906976744,0.2857142857142857,1.063330564784053,0.29388791251708657,0.4374145674672916,0.26869752001562197,3.4026578073089695,2.286160714285714,3.721656976744186
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,888sport,3.35,2.16,3.25,0.29850746268656714,0.4629629629629629,0.3076923076923077,1.0691627333418379,0.279197406884483,0.43301449678843434,0.2877880963270826,3.581695156695157,2.30939150401837,3.4747788833609725
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,Unibet,3.4,2.16,3.3,0.29411764705882354,0.4629629629629629,0.30303030303030304,1.0601109130520894,0.2774404483886035,0.43671181690798694,0.2858477347034097,3.604377104377104,2.289839572192513,3.4983660130718945
Serie A - Italy,AC Milan,FC Internazionale,1613916000,2021-02-21 14:00:00,AC Milan,Betfair,3.4,2.24,3.55,0.29411764705882354,0.4464285714285714,0.28169014084507044,1.0222363593324655,0.2877198060641146,0.4367175627758882,0.2755626311599971,3.4756036217303823,2.289809444904723,3.6289390756302526
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Betclic,2.11,3.4,3.57,0.47393364928909953,0.29411764705882354,0.2801120448179272,1.0481633411658504,0.4521562915584826,0.28060287505541126,0.267240833386106,2.2116246498599446,3.5637553599638916,3.7419431279620854
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Paddy Power,2.0,3.3,3.5,0.5,0.30303030303030304,0.2857142857142857,1.0887445887445888,0.4592445328031809,0.2783300198807157,0.26242544731610334,2.1774891774891776,3.592857142857143,3.810606060606061
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Ladbrokes,2.1,3.3,3.5,0.47619047619047616,0.30303030303030304,0.2857142857142857,1.064935064935065,0.4471544715447154,0.2845528455284553,0.26829268292682923,2.2363636363636368,3.5142857142857142,3.727272727272728
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Betway,2.05,3.5,3.6,0.48780487804878053,0.2857142857142857,0.2777777777777778,1.0512969415408442,0.46400294605045106,0.27177315411526415,0.2642238998342846,2.1551587301587305,3.679539295392955,3.784668989547039
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Bet Victor,2.1,3.4,3.4,0.47619047619047616,0.29411764705882354,0.29411764705882354,1.0644257703081232,0.4473684210526316,0.27631578947368424,0.27631578947368424,2.235294117647059,3.6190476190476186,3.6190476190476186
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,888sport,2.05,3.4,3.5,0.48780487804878053,0.29411764705882354,0.2857142857142857,1.0676368108218899,0.4569015166058744,0.2754847379535419,0.26761374544058353,2.188655462184874,3.6299651567944258,3.736728837876615
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Unibet,2.05,3.45,3.55,0.48780487804878053,0.2898550724637681,0.28169014084507044,1.059350091357619,0.4604756086098318,0.27361594134787104,0.26590845004229724,2.171667687283119,3.654757815183786,3.760692824319547
Serie A - Italy,Atalanta BC,Napoli,1613926800,2021-02-21 17:00:00,Atalanta BC,Betfair,2.1,3.65,3.7,0.47619047619047616,0.273972602739726,0.27027027027027023,1.0204333492004725,0.4666551485832757,0.2684865238424326,0.2648583275742916,2.1429100333209923,3.724581724581725,3.7756033920417487
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Betclic,1.58,5.25,4.42,0.6329113924050632,0.19047619047619047,0.22624434389140272,1.0496319267726564,0.6029841283040048,0.18146950908958623,0.215546362606409,1.6584184443007972,5.510567615556446,4.639373116335141
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Paddy Power,1.53,5.0,4.33,0.6535947712418301,0.2,0.23094688221709006,1.0845416534589203,0.6026460755631887,0.18440969912233574,0.21294422531447543,1.6593487297921479,5.422708267294602,4.696065359477125
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Ladbrokes,1.57,5.4,4.2,0.6369426751592356,0.18518518518518517,0.23809523809523808,1.060223098439659,0.6007628734901461,0.174666242848061,0.22457088366179273,1.6645502645502648,5.725204731574159,4.452937013446568
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Betway,1.6,5.25,4.2,0.625,0.19047619047619047,0.23809523809523808,1.0535714285714286,0.5932203389830508,0.18079096045197737,0.22598870056497172,1.6857142857142857,5.531250000000001,4.425000000000001
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,1xBet,1.61,5.4,4.74,0.6211180124223602,0.18518518518518517,0.21097046413502107,1.0172736617425664,0.6105712118392993,0.18204067612245775,0.207388112038243,1.637810595405532,5.493277773409859,4.821877156659765
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Marathon Bet,1.6,5.35,4.7,0.625,0.1869158878504673,0.2127659574468085,1.024681845297276,0.609945421467556,0.18241358399029714,0.20764099454214674,1.6394909524756414,5.482047872340426,4.816004672897197
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Sky Bet,1.53,5.5,4.5,0.6535947712418301,0.18181818181818182,0.2222222222222222,1.057635175282234,0.6179775280898877,0.1719101123595506,0.21011235955056182,1.618181818181818,5.8169934640522865,4.759358288770053
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Bet Victor,1.53,5.5,4.2,0.6535947712418301,0.18181818181818182,0.23809523809523808,1.07350819115525,0.6088400411164703,0.16936822961967266,0.22179172926385704,1.6424675324675326,5.904295051353874,4.50873440285205
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,888sport,1.6,5.0,4.2,0.625,0.2,0.23809523809523808,1.063095238095238,0.5879059350503919,0.18812989921612544,0.22396416573348263,1.700952380952381,5.31547619047619,4.465
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Unibet,1.6,5.0,4.2,0.625,0.2,0.23809523809523808,1.063095238095238,0.5879059350503919,0.18812989921612544,0.22396416573348263,1.700952380952381,5.31547619047619,4.465
Serie A - Italy,AS Roma,Benevento,1613936700,2021-02-21 19:45:00,Benevento,Betfair,1.59,5.4,4.5,0.6289308176100629,0.18518518518518517,0.2222222222222222,1.0363382250174702,0.6068779501011463,0.17869184086311532,0.21443020903573837,1.6477777777777778,5.596226415094339,4.663522012578617
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Betclic,16.5,1.17,7.4,0.06060606060606061,0.8547008547008548,0.13513513513513511,1.0504420504420504,0.05769576777753344,0.8136582635293178,0.12864596869314887,17.332293832293832,1.2290171990171987,7.773271173271174
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Paddy Power,16.0,1.12,7.5,0.0625,0.8928571428571428,0.13333333333333333,1.088690476190476,0.05740841990158557,0.8201202843083653,0.12247129579004921,17.419047619047618,1.2193333333333334,8.165178571428571
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Betway,17.0,1.17,7.5,0.058823529411764705,0.8547008547008548,0.13333333333333333,1.0468577174459528,0.05619056766881183,0.8164441456152147,0.12736528671597347,17.796581196581197,1.2248235294117646,7.851432880844647
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,1xBet,19.0,1.19,8.2,0.05263157894736842,0.8403361344537815,0.12195121951219513,1.0149189329133452,0.05185791420432804,0.8279835041027166,0.12015858169295522,19.28345972535356,1.2077535301668807,8.32233524988943
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Marathon Bet,19.25,1.18,8.2,0.05194805194805195,0.8474576271186441,0.12195121951219513,1.0213568985788912,0.05086180160953738,0.8297370177827073,0.11940118060775542,19.661120297643656,1.2052011403230916,8.375126568346907
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Sky Bet,19.0,1.12,8.0,0.05263157894736842,0.8928571428571428,0.125,1.0704887218045112,0.04916593503072871,0.8340649692712906,0.1167690956979807,20.33928571428571,1.1989473684210528,8.56390977443609
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Bet Victor,21.0,1.12,8.0,0.047619047619047616,0.8928571428571428,0.125,1.0654761904761905,0.04469273743016759,0.8379888268156424,0.11731843575418995,22.375000000000004,1.1933333333333336,8.523809523809524
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,888sport,17.5,1.14,7.6,0.05714285714285714,0.8771929824561404,0.13157894736842105,1.0659147869674186,0.05360921702327768,0.8229485069362803,0.12344227604044203,18.653508771929825,1.215142857142857,8.100952380952382
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Unibet,17.5,1.14,7.6,0.05714285714285714,0.8771929824561404,0.13157894736842105,1.0659147869674186,0.05360921702327768,0.8229485069362803,0.12344227604044203,18.653508771929825,1.215142857142857,8.100952380952382
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Ladbrokes,19.0,1.15,7.0,0.05263157894736842,0.8695652173913044,0.14285714285714285,1.0650539391958156,0.04941682013505218,0.8164518109269492,0.13413136893799876,20.236024844720497,1.2248120300751877,7.45537757437071
Serie A - Italy,Crotone,Juventus,1614023100,2021-02-22 19:45:00,Juventus,Betfair,16.0,1.18,8.2,0.0625,0.8474576271186441,0.12195121951219513,1.0319088466308393,0.06056736523197876,0.8212524099251358,0.1181802248428854,16.510541546093428,1.2176524390243904,8.461652542372882
Serie B - Italy,Frosinone,Virtus Entella,1613311202,2021-02-14 14:00:02,Virtus Entella,Paddy Power,1.4,8.5,3.6,0.7142857142857143,0.11764705882352941,0.2777777777777778,1.1097105508870215,0.6436684896928901,0.1060159865376525,0.2503155237694573,1.55359477124183,9.432539682539684,3.994957983193277
Serie B - Italy,Frosinone,Virtus Entella,1613311202,2021-02-14 14:00:02,Virtus Entella,Betclic,1.42,10.5,3.6,0.7042253521126761,0.09523809523809523,0.2777777777777778,1.077241225128549,0.6537304140292624,0.08840925599252879,0.257860329978209,1.5296825396825393,11.311032863849766,3.878068410462776
Serie B - Italy,Frosinone,Virtus Entella,1613311202,2021-02-14 14:00:02,Virtus Entella,Betway,1.45,7.5,3.6,0.6896551724137931,0.13333333333333333,0.2777777777777778,1.1007662835249041,0.6265227984684999,0.1211277410372433,0.2523494604942569,1.596111111111111,8.25574712643678,3.9627586206896552
Serie B - Italy,Frosinone,Virtus Entella,1613311202,2021-02-14 14:00:02,Virtus Entella,Unibet,1.43,9.5,3.65,0.6993006993006994,0.10526315789473684,0.273972602739726,1.0785364599351621,0.6483792855206202,0.09759814508363017,0.2540225693957498,1.5423071377072817,10.246096369384041,3.9366580787633416
Serie B - Italy,Frosinone,Virtus Entella,1613311202,2021-02-14 14:00:02,Virtus Entella,Betfair,1.51,11.5,3.95,0.6622516556291391,0.08695652173913043,0.2531645569620253,1.0023727343302948,0.660684027954534,0.08675068540968227,0.2525652866357838,1.513582828838745,11.527286444798392,3.959372300604665
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,1xBet,2.8,2.78,2.99,0.35714285714285715,0.3597122302158274,0.33444816053511706,1.0513032478938016,0.3397144048193165,0.3421583933431965,0.318127201837487,2.9436490941026445,2.922623029144768,3.1433967112024668
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Paddy Power,2.7,2.62,2.88,0.37037037037037035,0.38167938931297707,0.3472222222222222,1.0992719819055696,0.33692332422440124,0.3472110593152226,0.31586561646037614,2.9680343511450378,2.8800925925925926,3.1659033078880405
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Betclic,2.79,2.71,3.02,0.35842293906810035,0.36900369003690037,0.33112582781456956,1.0585524569195703,0.3385972388285086,0.34859272927363066,0.31281003189786066,2.9533613548056015,2.8686771582520354,3.196828419897102
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Bet Victor,2.88,2.7,3.0,0.3472222222222222,0.37037037037037035,0.3333333333333333,1.0509259259259258,0.3303964757709251,0.3524229074889868,0.31718061674008813,3.0266666666666664,2.8375,3.1527777777777777
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Betway,2.8,2.62,3.0,0.35714285714285715,0.38167938931297707,0.3333333333333333,1.0721555797891675,0.33310730632310565,0.35599254110866246,0.3109001525682319,3.002035623409669,2.809047619047619,3.216466739367503
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,888sport,2.75,2.75,3.0,0.36363636363636365,0.36363636363636365,0.3333333333333333,1.0606060606060606,0.34285714285714286,0.34285714285714286,0.3142857142857143,2.9166666666666665,2.9166666666666665,3.181818181818182
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Unibet,2.75,2.75,3.0,0.36363636363636365,0.36363636363636365,0.3333333333333333,1.0606060606060606,0.34285714285714286,0.34285714285714286,0.3142857142857143,2.9166666666666665,2.9166666666666665,3.181818181818182
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Marathon Bet,2.8,2.78,3.0,0.35714285714285715,0.3597122302158274,0.3333333333333333,1.0501884206920178,0.34007502854346766,0.34252161148262933,0.3174033599739031,2.9405275779376496,2.9195238095238087,3.1505652620760536
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Betfair,2.98,2.8,3.15,0.33557046979865773,0.35714285714285715,0.31746031746031744,1.0101736444018323,0.33219087793303453,0.3535460058001582,0.31426311626680725,3.0103174603174603,2.8284862043251304,3.1820469798657722
Serie B - Italy,Ascoli,Reggiana,1613318400,2021-02-14 16:00:00,Reggiana,Matchbook,2.99,2.79,3.1,0.33444816053511706,0.35842293906810035,0.3225806451612903,1.0154517447645077,0.3293589894935663,0.352968952898123,0.3176720576083107,3.0362007168458782,2.8331103678929765,3.1479004087699742
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,1xBet,3.3,2.38,3.06,0.30303030303030304,0.42016806722689076,0.32679738562091504,1.0499957558781088,0.28860145513338725,0.4001616814874697,0.3112368633791431,3.464985994397759,2.498989898989899,3.2129870129870133
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Paddy Power,3.1,2.2,3.0,0.3225806451612903,0.45454545454545453,0.3333333333333333,1.110459433040078,0.2904929577464789,0.409330985915493,0.3001760563380282,3.4424242424242424,2.443010752688172,3.3313782991202343
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Betclic,3.13,2.31,3.25,0.3194888178913738,0.4329004329004329,0.3076923076923077,1.0600815584841143,0.3013813563064275,0.40836521438922857,0.290253429304344,3.3180552780552777,2.4487884000983042,3.4452650650733716
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Bet Victor,3.25,2.3,3.25,0.3076923076923077,0.4347826086956522,0.3076923076923077,1.0501672240802677,0.2929936305732484,0.41401273885350315,0.2929936305732484,3.4130434782608696,2.4153846153846157,3.4130434782608696
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Betway,3.1,2.3,3.2,0.3225806451612903,0.4347826086956522,0.3125,1.0698632538569426,0.3015157722244981,0.40639082343301924,0.29209340434248254,3.3165760869565224,2.460685483870968,3.4235624123422164
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,888sport,3.15,2.3,3.2,0.31746031746031744,0.4347826086956522,0.3125,1.0647429261559695,0.2981567753696577,0.4083451488758356,0.2934980757545068,3.3539402173913047,2.44890873015873,3.4071773636991023
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Unibet,3.15,2.3,3.2,0.31746031746031744,0.4347826086956522,0.3125,1.0647429261559695,0.2981567753696577,0.4083451488758356,0.2934980757545068,3.3539402173913047,2.44890873015873,3.4071773636991023
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Sky Bet,3.1,2.2,3.1,0.3225806451612903,0.45454545454545453,0.3225806451612903,1.099706744868035,0.29333333333333333,0.41333333333333333,0.29333333333333333,3.409090909090909,2.4193548387096775,3.409090909090909
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Marathon Bet,3.3,2.38,3.08,0.30303030303030304,0.42016806722689076,0.3246753246753247,1.0478736949325185,0.2891859052247874,0.40097205346294046,0.30984204131227217,3.4579831932773106,2.493939393939394,3.227450980392157
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Betfair,3.4,2.4,3.35,0.29411764705882354,0.4166666666666667,0.29850746268656714,1.0092917764120575,0.291409931134469,0.41283073577383106,0.2957593330916998,3.431592039800995,2.422300263388938,3.381127450980393
Serie B - Italy,Brescia,Chievo Verona,1613322000,2021-02-14 17:00:00,Brescia,Matchbook,3.34,2.39,3.38,0.29940119760479045,0.41841004184100417,0.2958579881656805,1.0136692276114752,0.295363802559415,0.41276782449725774,0.29186837294332724,3.3856552202223265,2.4226694539914257,3.4262019893267857
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Paddy Power,2.6,2.7,2.9,0.3846153846153846,0.37037037037037035,0.3448275862068966,1.0998133411926516,0.3497096918267083,0.3367574810183117,0.3135328271549799,2.8595146871008943,2.9694960212201593,3.18945868945869
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Betclic,2.65,2.83,3.03,0.37735849056603776,0.35335689045936397,0.33003300330033003,1.0607483843257317,0.3557474101701385,0.3331203664137339,0.3111322234161277,2.8109832184631887,3.001917927641821,3.214067604506967
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,1xBet,2.62,2.79,3.2,0.38167938931297707,0.35842293906810035,0.3125,1.0526023283810775,0.3626054959426199,0.34051125425435996,0.29688324980302006,2.7578181003584232,2.936760496183206,3.3683274508194483
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Betway,2.62,2.8,3.0,0.38167938931297707,0.35714285714285715,0.3333333333333333,1.0721555797891675,0.35599254110866246,0.33310730632310565,0.3109001525682319,2.809047619047619,3.002035623409669,3.216466739367503
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,888sport,2.65,2.8,3.05,0.37735849056603776,0.35714285714285715,0.3278688524590164,1.0623702001679112,0.35520432567328697,0.336175522512218,0.3086201518144952,2.815281030444964,2.974636560470151,3.240229110512129
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Unibet,2.65,2.8,3.05,0.37735849056603776,0.35714285714285715,0.3278688524590164,1.0623702001679112,0.35520432567328697,0.336175522512218,0.3086201518144952,2.815281030444964,2.974636560470151,3.240229110512129
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Sky Bet,2.5,2.7,3.0,0.4,0.37037037037037035,0.3333333333333333,1.1037037037037036,0.36241610738255037,0.33557046979865773,0.30201342281879195,2.759259259259259,2.98,3.311111111111111
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Marathon Bet,2.62,2.79,3.22,0.38167938931297707,0.35842293906810035,0.3105590062111801,1.0506613345922575,0.36327537403962795,0.341140315406389,0.295584310553983,2.752732696631715,2.9313451235123984,3.3831294973870696
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Matchbook,2.71,2.94,3.12,0.36900369003690037,0.3401360544217687,0.3205128205128205,1.0296525649714896,0.35837689584847277,0.330340608078014,0.31128249607351316,2.790358451072737,3.0271785410161796,3.212516002711048
Serie B - Italy,Cosenza,Reggina,1613419200,2021-02-15 20:00:00,Cosenza,Betfair,2.7,2.96,3.1,0.37037037037037035,0.33783783783783783,0.3225806451612903,1.0307888533694984,0.3593076983318976,0.3277468869919336,0.3129454146761689,2.783129904097646,3.0511350059737157,3.1954454454454453
